"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AL445248.1",-0.0839514163335831,8.23518777331126,-4.18388821190998,3.94903831072978e-05,0.000250186616319822,1.63377223409781
"GABRD",-0.0701669206671189,8.53505526218305,-4.25269753696657,2.9695292817371e-05,0.000196836278996378,1.63279075146512
"AC016995.1",-0.113689180864065,8.46940307842774,-4.22161429523707,3.37915843480859e-05,0.000219751829108549,1.62448452922064
"RNA5SP74",0.140608906096293,8.55447117363649,4.28047080386641,2.6440620660836e-05,0.000178097233706719,1.61435002991599
"AC097358.2",0.0801305388364475,8.60526128717941,4.31540061178601,2.28298052139698e-05,0.000156352331325952,1.61248344893916
"DOCK10",-0.0512462442404811,8.6911387893326,-4.38984436138964,1.66437905950137e-05,0.000117739407542504,1.59871643078933
"SCYL3",0.0565167274648386,8.68178104888589,4.39606295141864,1.62070804588237e-05,0.000114965493708603,1.58716568825924
"FSIP2",0.183673597261983,8.01629360368832,4.17166584499093,4.15257232184256e-05,0.000261475158287449,1.56611743721913
"LINC02773",-0.121998802783432,7.91583438359276,-4.19056705950665,3.8418787854743e-05,0.000245205060602611,1.56052813962426
"UNC80",0.0814008082299115,8.51517529022694,4.23461394237107,3.20167083946619e-05,0.000209530666486385,1.55770017038708
"AC007391.3",0.0771316702172728,8.60523071916446,4.29997946916106,2.43615803786078e-05,0.000165523939410382,1.55170387298077
"LINC01807",0.114041464855288,8.49423311392444,4.22400300598719,3.34585499614926e-05,0.00021813621005236,1.55091424459425
"ATP2B2",0.0704144038221837,8.57596289503542,4.27205743591793,2.73886837835143e-05,0.000183910732124458,1.55027775609299
"LINC01645",-0.142148209391464,8.18774519524965,-4.15805112090493,4.39107333948048e-05,0.000274482002566071,1.53620734139761
"TEDDM1",-0.0435176838773277,8.59039507038322,-4.26853613752268,2.77950591549453e-05,0.00018567243531354,1.53572397215385
"MIR6731",0.12612471078816,8.17195689169212,4.15331930371711,4.47698371651092e-05,0.000278501870036753,1.52178922548609
"AC012307.1",-0.105272621052729,8.20024148499102,-4.15358693232592,4.47208219823649e-05,0.000278501870036753,1.52143954410075
"C1orf105",-0.0545076047997295,8.68557206630451,-4.36655494265322,1.83817228203189e-05,0.000128447892390765,1.52104189694671
"NRADDP",0.167468381191207,8.15206521380098,4.14650510238596,4.60352372866051e-05,0.000286028576731352,1.49118887286576
"RIIAD1",0.121538661605623,7.82883055028048,4.18613896125588,3.91261105939885e-05,0.000248489350164038,1.48426343750017
"BATF3",-0.0583037237643005,8.48802063777303,-4.19023469999994,3.84714506839838e-05,0.000245237665237707,1.47026162039359
"AC009965.1",0.139132810007347,8.41116725270317,4.1742709323094,4.10836861087754e-05,0.000259008030883808,1.46900773093256
"AC034187.1",-0.177339173684801,8.1321433487942,-4.13965797040706,4.7341073615871e-05,0.000293434995957989,1.45893912345057
"AC098484.3",0.0912095395810704,7.50157172626087,4.27128495357674,2.74773425703875e-05,0.000184266132165785,1.45506800519913
"AC095031.1",0.097676949860714,7.51739236868977,4.26391889204181,2.8336656536894e-05,0.000188557597110661,1.4471221607033
"LMOD3",0.0935574647267547,8.62243671830085,4.28502679529447,2.59404137649512e-05,0.000175557367173036,1.42518407044741
"AL445648.1",0.106906243765016,7.71805068809947,4.19641678776641,3.75030810012627e-05,0.000240551478511831,1.40882735115725
"SELENBP1",-0.0233706675443165,8.70978542358376,-4.38069323466843,1.73070136290546e-05,0.000121524729693825,1.39983572943962
"IL17RD",0.0563009176913058,8.59012984320611,4.24613243948821,3.05188143872832e-05,0.000201517958764685,1.39930802172301
"THEM5",0.0440893681611287,8.55774149900032,4.21504253236661,3.47242419763185e-05,0.00022496597471341,1.39386797460569
"C1orf74",-0.0550637180303481,8.64361170617421,-4.28177334284508,2.62966794986701e-05,0.000177502586616023,1.39372421101189
"USP19",0.0249033673947073,8.76601363864492,4.44057238212151,1.33870392282943e-05,9.77794309224096e-05,1.37979352932671
"AC096669.1",0.0755117165933033,8.53440287645216,4.19819553593322,3.72287963034712e-05,0.000239089542387299,1.37393826067488
"PLA2G2E",-0.0841900965729331,8.3801469244511,-4.12931171678219,4.9381461238542e-05,0.00030425351924392,1.35534620273022
"AL592182.2",0.214564245515112,7.59971018015452,4.20282213096438,3.65243135907492e-05,0.000235150917837071,1.3280785281953
"HMCES",-0.0421424165818519,8.67836627117525,-4.30928846750494,2.34255563039405e-05,0.0001595846682423,1.30698008710145
"SH3BP4",-0.0890986906481513,8.54139083964411,-4.17118196844222,4.16083267967783e-05,0.000261675782062178,1.30445207440942
"LINC01805",-0.0690293546855052,8.46469422566145,-4.13831056765318,4.76021671374407e-05,0.000294345774493743,1.30312899360166
"IPO9",-0.0806732819108619,8.41355680809177,-4.12171051965481,5.09336409680149e-05,0.000312696174371491,1.29800452206487
"PIAS3",0.0342437754186534,8.70537310285851,4.35266214256824,1.94998830832166e-05,0.000134981069879394,1.27923334014292
"AC093418.1",0.117521741045397,8.24518451364723,4.09339210176564,5.71357593398103e-05,0.00034542685922087,1.277176069933
"SRGAP3",0.0268400477558654,8.72888795902892,4.38051365648876,1.73202785194806e-05,0.000121524729693825,1.27431814004128
"ATP1A2",-0.0307516811061132,8.65375409380388,-4.26665559451864,2.80144388292583e-05,0.000186654342432151,1.25290824740432
"NT5C1B-RDH14",0.0756862456244307,8.31319585433538,4.08999154259467,5.792718481136e-05,0.000348170736680867,1.23888691924828
"ZMPSTE24",0.0282730057279203,8.71529161833043,4.35277620005764,1.94904433569643e-05,0.000134981069879394,1.22807633412175
"AC104453.1",-0.0528369117022559,8.59880654397864,-4.19411314205531,3.78611742198721e-05,0.000242245751180993,1.22706537631992
"IL24",0.115437902752345,7.88110633497523,4.10433140169214,5.46590987072807e-05,0.000333582215424197,1.21954092038626
"LRIG2",0.0953753078689255,8.54329842616885,4.16500626109079,4.26764644508643e-05,0.000267414978339134,1.20657926593369
"ECRG4",-0.122449093594633,8.44903671238613,-4.10342390293663,5.48606008737573e-05,0.000334416215964499,1.19160016513743
"CCDC140",0.144374505113614,8.09721315793778,4.06581534214386,6.38624092148789e-05,0.000378549936001299,1.1857772143857
"AC097374.1",-0.0466826032878142,8.61641782339954,-4.20139672744547,3.67399886150034e-05,0.000236244540258819,1.18516460618595
"AL355877.2",-0.130082009260947,8.21639921930062,-4.06086555681617,6.51469846688169e-05,0.000384397025099644,1.1638264166455
"AC069504.1",0.124288302527334,8.3626443717997,4.08076373795034,6.01277702762162e-05,0.000358660308293979,1.16354020981347
"AC099344.2",0.0747605944822654,8.58622866265753,4.18337874408869,3.95732861401746e-05,0.000250404216717644,1.15908614433157
"FRZB",0.0797589773334318,8.47941991997931,4.11137244151913,5.31194890457231e-05,0.000325727948880849,1.15238670049185
"AL589990.1",0.0509503223233772,8.62175833434573,4.21247169585774,3.5095742168561e-05,0.000227087506101969,1.14497863725406
"KBTBD12",0.125380669500239,8.14913000140164,4.05085593036317,6.7820257953611e-05,0.000397894277891663,1.13403152946025
"HEYL",0.0981311095056025,8.39049801355689,4.07492232353459,6.15617041299813e-05,0.000366597815471494,1.12166857276466
"AL445471.1",0.0865361591479511,8.34766666153474,4.06469823935751,6.41501966537291e-05,0.000379819247007211,1.11959800048412
"RPS2P17",0.0507967332627723,8.43568656305149,4.08149267577845,5.99510815798752e-05,0.000358660308293979,1.10615082732238
"COL16A1",-0.0355319288955491,8.69510747554012,-4.27912529316631,2.65901018079138e-05,0.000178781166914487,1.08432360920665
"GACAT1",-0.0696901161368745,8.47710421911767,-4.08063414931081,6.01592334059127e-05,0.000358660308293979,1.06540497673523
"AC062021.1",-0.0786350982584038,8.54538988172146,-4.10966236710553,5.34895716841136e-05,0.000327219123576482,1.05282806909598
"NCSTN",0.0234113461096424,8.68873978968874,4.2699242918991,2.76341754029916e-05,0.000184837149874484,1.0358167398869
"SHISAL2A",-0.064328702730344,8.51423493521099,-4.08709154114277,5.86103539921548e-05,0.000351866816690969,1.02812521528057
"THEMIS2",-0.0412847358596598,8.62025814627032,-4.16674475945593,4.23731600177849e-05,0.00026616124995337,1.0275383418271
"AC007563.1",0.0288989730852885,8.64768561358381,4.20399622660371,3.63475721784711e-05,0.000234598785637516,0.994308710321703
"ZBTB8OSP2",0.0648682351559493,8.53595099118782,4.09664855112538,5.63875372372123e-05,0.000342106505332122,0.981684945690542
"NEK10",-0.0739160822963816,8.61337394023173,-4.13832727084983,4.75989220781943e-05,0.000294345774493743,0.977532970687035
"AC105935.1",-0.105725752789549,8.55285755457477,-4.09356759984393,5.70951958094631e-05,0.00034542685922087,0.977370326629622
"CYP4A44P",-0.0773728251310445,8.61417116792766,-4.1298337417708,4.9276534535243e-05,0.000303970201672546,0.952523633451573
"COX5B",0.0610615425337374,7.37240674503637,4.18981102753934,3.85386821140576e-05,0.000245362942792833,0.948544323389473
"AL109627.1",-0.0464089147278859,8.55727812033618,-4.09174856629916,5.75169707795637e-05,0.000347324377412424,0.947272306147243
"PIGV",0.158496323918895,7.89675275540656,4.02428710212258,7.5431658833325e-05,0.000437571501241234,0.935130847393069
"STAT4",0.0741309392387903,8.6239018137438,4.16040534429743,4.3489185096045e-05,0.000272176853811049,0.926728970946881
"SLC4A3",0.0985741984939686,8.05071485868658,3.99274272994794,8.55241823467697e-05,0.000487346086588167,0.906268770813345
"RNU6-1116P",0.0896031778769644,8.61421318930354,4.14371523368473,4.65630989288891e-05,0.000288960169887221,0.900603516084761
"AC079779.1",0.061181801801286,8.56613315739403,4.0972802659914,5.6243475814033e-05,0.000341634399025876,0.896314659928352
"AL121999.1",0.0727497435210965,8.36243229500087,4.00776521791975,8.05674073488415e-05,0.000463195228202872,0.896048792155966
"SPATA3-AS1",-0.0937652337055129,8.36112232939141,-4.00168599642878,8.25394595641645e-05,0.000472426185318975,0.885932571510426
"AC099786.1",0.17137193650206,7.9318099912404,4.00190642164171,8.24671604992525e-05,0.000472426185318975,0.877757039404599
"AC020718.1",0.109247575779258,7.68116000505116,4.06805531731195,6.32890474478729e-05,0.000375582989285018,0.875051840150034
"ANP32E",-0.0657494319795955,7.51981168082322,-4.12338491637316,5.05877823077811e-05,0.00031117092001241,0.874217422884966
"SV2A",0.0512317412882904,8.51699269623187,4.05356439960696,6.7086779805859e-05,0.000394938953720108,0.870286137826157
"AL117352.1",0.102840591636204,7.89772509845064,4.00597072943508,8.11448159434482e-05,0.000465995340557196,0.862718941596374
"C1orf210",-0.0619025024273521,8.38657883964567,-3.99926518457927,8.33374565568138e-05,0.000475410689672001,0.857597841830875
"ZRANB2-AS2",-0.052384895479241,8.68469833602081,-4.19191602235847,3.82057485740063e-05,0.00024414751598036,0.839615651322282
"LYPD6",-0.114842880403609,8.28779399245722,-3.97798243271148,9.06758162293634e-05,0.000512735947691696,0.835923864715395
"AL160286.1",0.097346722877896,7.29428320913205,4.18213808231242,3.97758680543885e-05,0.000251377636711374,0.812675493266418
"LINC01811",-0.0574192385101811,8.61940219362388,-4.10774162412031,5.39081757491393e-05,0.000329389173386625,0.810915480015686
"AC016721.1",-0.127744170637009,8.21598222555919,-3.96206378461568,9.65616649771929e-05,0.000538845758673194,0.795825899794931
"NR1I3",0.0364484178174135,8.672354006164,4.18563115846568,3.92080146182259e-05,0.000248703236637381,0.790408042307466
"AL442071.1",0.0805909205056158,8.65231912401937,4.15568052324462,4.4339151459994e-05,0.000276558246272624,0.784344849282954
"RNU7-29P",0.0623793377373104,8.59220942000816,4.09005177245787,5.79130768697012e-05,0.000348170736680867,0.783404138481107
"AC092623.1",0.071859910549591,8.37471862702621,3.97954311747529,9.01174758255286e-05,0.000510138115073821,0.780652445835701
"LINC02817",0.140202306739702,7.9037737755209,3.98138106705256,8.94641316656382e-05,0.00050699618351615,0.778830326380322
"ZNF436-AS1",0.10789226250929,8.32503852729623,3.96917572321944,9.38885607214469e-05,0.000526858876649077,0.774509329918998
"MAP1LC3C",0.0655835733647897,8.54602749211966,4.04826935336777,6.85278470629048e-05,0.000401588758299318,0.764622084931052
"LINC01873",0.102455599894813,8.56498470690809,4.06404353941941,6.43194335566483e-05,0.00037997851771538,0.75687035203741
"AC096632.1",-0.0646494951832189,7.64848831462466,-4.05103015981792,6.7772846237379e-05,0.000397894277891663,0.751523247982401
"CD200R1L-AS1",0.118977857675496,8.06380769783837,3.94294775788629,0.000104109510597992,0.000573603361275475,0.725246100759771
"MARK3P3",0.0710841420998382,8.41773477296307,3.97566780422886,9.15099382020414e-05,0.000515756012358391,0.724812957780007
"AGPS",0.0564714637360715,8.66400139929829,4.15562000989939,4.43501395515727e-05,0.000276558246272624,0.722053615835673
"LINC01090",-0.129864932217024,8.49169426428266,-3.99149148876964,8.59498625658028e-05,0.00048880425897787,0.711837311362944
"RAB6B",0.0477423861379283,8.60743390248093,4.08434382118551,5.92647253213237e-05,0.000354968860025629,0.710866964195109
"MIR190B",0.126679327830483,8.19568699179565,3.93729145641856,0.000106448135417395,0.000583992589731391,0.706283449123092
"AL691459.1",0.0883459163798724,8.52296896842052,4.01749933516036,7.75027406869354e-05,0.000447571818278305,0.705611113403228
"SPP2",0.0901077763965257,8.59293586475341,4.07218766806643,6.22441366437322e-05,0.000370234155330712,0.700245475200379
"AL157904.1",0.0783778857969527,8.14214322140133,3.92937095040787,0.000109806831192519,0.000597390011022442,0.685856573098911
"LYPLAL1-AS1",0.0901488796255984,8.52390553562104,4.01477027015869,7.83505810640744e-05,0.000451459061445652,0.684876843087965
"NHEJ1",0.106927056926291,8.08241432870402,3.92934756388081,0.000109816895568989,0.000597390011022442,0.679512626037331
"CCDC190",-0.0597017871145714,8.64005454422697,-4.09107324044272,5.7674311246337e-05,0.00034786716151738,0.673801643859433
"AL359979.2",-0.102144711227944,8.14148381793666,-3.92533841176808,0.000111555229859762,0.000604296555028144,0.666309947518822
"INKA1",-0.0234997476591544,8.69207117707694,-4.16613146706207,4.24799215262436e-05,0.000266507244903696,0.660698362874728
"CEP85",-0.0697600804313593,7.6090826514906,-4.03911945959614,7.10877184756036e-05,0.000414705163098063,0.660328466314775
"LINC01820",0.049282414590059,8.58087189442494,4.04475476264138,6.95005721596629e-05,0.000406365590280478,0.660090056605918
"GRM7",-0.0665806898926056,8.62330193873865,-4.06850105460864,6.31755392508885e-05,0.000375341308659945,0.649942459456641
"AC108058.1",0.0915192057715577,7.97603687764435,3.93188465954269,0.000108730146703395,0.000593984498463359,0.648209622981097
"CD164L2",0.0536902430331768,8.64396876829779,4.11058261524118,5.32901135469491e-05,0.000326386122994794,0.643076086962685
"PTP4A2",0.116722022579875,8.4425066974925,3.96182776017699,9.66516049588335e-05,0.000538845758673194,0.629041866911807
"HPCA",-0.1585342292812,8.05926249957589,-3.92061200441503,0.000113638095874663,0.000613003828897112,0.623920960676264
"OR2T8",-0.0990639630480717,8.55851482061483,-4.00297164192978,8.21186178890157e-05,0.000471063083930649,0.623491743047466
"FAM240A",0.142349163138735,8.09274792648802,3.91388653442748,0.000116665616814276,0.00062820223325692,0.622099912828618
"EPB41L5",0.099554587824605,8.21928780294859,3.9114239849383,0.000117793167971385,0.00063258568556675,0.608826534392601
"AL353622.2",-0.0978181154664405,8.46140140336998,-3.95150273138735,0.000100664879080357,0.00055700513027618,0.604281251940312
"NTPCR",-0.0853239134789194,8.54376467636497,-3.98790594314362,8.71808695976659e-05,0.00049460037900458,0.597114173236281
"AL391244.1",0.126527502748824,8.35649381916089,3.92384817539559,0.00011220801529291,0.000606558422290918,0.582108622327862
"SGO1",0.0271678227031311,8.71439314307236,4.18850876211376,3.87460381186434e-05,0.000246378937827181,0.576281061048881
"MAP3K2-DT",0.0313682855787203,8.71001981251263,4.17819079836296,4.04270079079257e-05,0.000255180024211962,0.561600363460681
"TMEM88B",0.0441684437638557,8.56149645226282,4.00060981124561,8.28933124681112e-05,0.000473807389609514,0.557094967919134
"AC114814.1",0.0956158322134403,8.27463940103579,3.89827062018913,0.00012399299202192,0.000659208102945405,0.542274883386874
"AL161640.1",-0.177686698609274,8.07337294314349,-3.89798292715346,0.000124131993078204,0.000659267444185683,0.540184375507236
"AC012087.2",-0.0370154920275749,8.66397581742409,-4.09347778356165,5.71159519553362e-05,0.00034542685922087,0.539195636807207
"RNU2-19P",0.135153532517967,8.24239370033786,3.88830917616214,0.000128892888671405,0.000680169508258401,0.513996360627334
"KIF3C",-0.0370835569553824,8.68774940729046,-4.12320489272903,5.06248597809603e-05,0.00031117092001241,0.512779394815533
"AL390856.1",-0.0468134318621367,8.56234725035431,-3.97768490412356,9.07826304722288e-05,0.000512777683839303,0.503900700250846
"FMN2",0.0927464519174124,8.583596971425,4.01067479789175,7.96394924924989e-05,0.000458371498642653,0.499364367679283
"TEX46",-0.0334253542255286,8.62181773422634,-4.03389495665767,7.25899252744212e-05,0.000422990106938068,0.494759257213587
"C2orf76",0.0730477937632331,8.59564663544581,4.01819912540839,7.72867461021566e-05,0.000446824831444867,0.49164315439212
"SCAP",0.0888430612577376,8.16884064395652,3.87651485084006,0.000134931701452249,0.000705722905060089,0.491439380312168
"AL365181.3",-0.132981883080392,8.13922982742404,-3.87756281087107,0.000134384467923203,0.000703574315817214,0.488276774209841
"AC092807.2",-0.13583197036914,8.33178908394716,-3.88534840880487,0.000130384278216754,0.000686114002820204,0.47372800665755
"AL391069.1",-0.0676148102382887,8.49190202107812,-3.92836647577301,0.000110239895720903,0.00059842857077126,0.473219933922665
"ZC3H8",0.0523975915124595,8.48311189836279,3.9288663895431,0.00011002416302291,0.000597886837417435,0.46653952092623
"FCRL6",-0.0276689508709652,8.6523567342174,-4.06402411520187,6.43244611141219e-05,0.00037997851771538,0.465385716006431
"AC010149.1",0.0596402636469722,8.32442249935045,3.88052463792435,0.000132849183793663,0.000696951414876827,0.45533067163755
"AC009506.1",0.0558242591931126,7.47872154559215,4.02331821104148,7.57240316296541e-05,0.000438281516401937,0.454660037103439
"LINC02580",0.0296106679017159,8.67675225464864,4.09778993622147,5.61275021250087e-05,0.000341331991106922,0.425376118183523
"LAPTM4A",0.0814276557951961,8.5322500028932,3.94509799316857,0.000103233347232231,0.000570008606398006,0.413212311320884
"AC097717.1",0.0407483389230016,8.62611285171876,4.02451961212329,7.53616564908715e-05,0.000437571501241234,0.401195213866989
"MIR4780",-0.102573021367574,8.32555489148985,-3.8632272383607,0.000142056061420754,0.00073998293812811,0.39870556221624
"AC012366.1",-0.0584765762170194,8.56932174090616,-3.95332822218258,9.99439948292286e-05,0.000554802132760314,0.396875092735324
"AL049569.2",-0.0661743403370507,8.55107706878647,-3.93922273476579,0.000105644089036156,0.000580198687070771,0.394698152677498
"LIMD1",0.0435037061898317,8.67656556486262,4.09017130720384,5.78850873432324e-05,0.000348170736680867,0.394499428786938
"CRABP2",0.10670067658117,7.78872253146747,3.90041346478299,0.000122962294597431,0.000655756518344312,0.360852347325991
"AC079354.2",-0.0338418380786053,8.64662384781142,-4.02608113705305,7.48931230651528e-05,0.000435427097685449,0.354989417897038
"UGT1A8",0.0673171619949208,8.5902781882252,3.97519644555549,9.16806926792346e-05,0.000516154292736695,0.354391580970359
"AL121655.1",0.0247019897095966,8.69142825095955,4.09979968686155,5.56724072821681e-05,0.000338964113759316,0.352027614190623
"AL713852.1",0.0438403619101488,8.68281033424629,4.0865738634707,5.87331106981386e-05,0.000352193781244536,0.347210050949581
"AC062028.1",0.0442229601008028,8.56734825208945,3.94481925740912,0.000103346528404525,0.000570008606398006,0.331036291843132
"OSBPL6",0.061576382183098,8.66470565961874,4.05602723304403,6.64263820386895e-05,0.000391498116769739,0.327254589755779
"GLYCTK-AS1",0.0329041864023724,8.65583777915264,4.04135171725368,7.04549360129857e-05,0.0004114791676319,0.323957748916874
"BNIPL",0.0255810847586162,8.72064955836918,4.13131137375633,4.89806827026568e-05,0.000302507042751618,0.323016032908262
"AC092650.1",0.0979915628558151,8.57632360760019,3.95549631696766,9.90941847300632e-05,0.000551271532527439,0.316742618530974
"NME7",0.0234688658040151,8.685550257659,4.08097855431791,6.00756490281097e-05,0.000358660308293979,0.313371134111117
"H2BU2P",0.158754537780091,7.76515512206528,3.88811371862596,0.000128990843334636,0.000680169508258401,0.30330511509158
"C2orf68",0.0953094267238603,7.73705955310449,3.89907013886453,0.000123607473169594,0.000657836676094529,0.300231514223817
"PEA15",0.0694245383412555,8.55947949001229,3.93235358217883,0.000108530407461571,0.000593961891790787,0.299383948388891
"S100A12",0.0816842272054142,8.63998031054803,4.01476908200319,7.83509521027454e-05,0.000451459061445652,0.298448551202525
"MSGN1",-0.105538444232802,8.29033332611526,-3.82990762190769,0.000161520535017152,0.00083379519427773,0.295367895592735
"LRRC40",0.0269559645581153,8.65004568900698,4.02359795388738,7.56395058678274e-05,0.000438281516401937,0.287996741838494
"HOXD12",0.135393564699516,7.76389300864353,3.88363126891613,0.000131256710324013,0.000690000871703297,0.279112730676158
"LEMD1-DT",0.0963869017546969,7.59411542665036,3.93038194581116,0.000109372585849342,0.000596230893472577,0.260065117186961
"AC104667.2",0.107446921213181,8.07162280524306,3.81253803494829,0.000172642967474583,0.000882378377865636,0.254773751297435
"CAPN13",-0.0676994804871815,8.5824013167357,-3.92398728029093,0.00011214692853435,0.000606558422290918,0.254433508611697
"SDC1",-0.0259077857453849,8.68411282405794,-4.05214486880434,6.74702548598635e-05,0.00039674356249979,0.253399321008036
"AC254633.1",-0.120918005844849,7.5113976932867,-3.96352174017145,9.6007852903882e-05,0.000536416573591896,0.25194615910174
"EPB41",-0.115491555414137,8.13198551882433,-3.81006603035684,0.000174283582929284,0.000888122961626797,0.246896196383109
"LINC01953",0.0623201444374557,8.55295649297658,3.91260939232921,0.000117249109893275,0.000630504337559562,0.242243641343507
"EPCAM",-0.0934943435242148,7.59222380541217,-3.92574675943509,0.000111376986597556,0.000603965425745109,0.214236235016573
"SERTAD4",-0.0672283131189606,7.62360689672924,-3.91381287868708,0.000116699193224768,0.00062820223325692,0.209069836166996
"UCHL5",0.0779337548732099,8.64327463217266,3.98834415334609,8.70295272606046e-05,0.000494285541941562,0.181865515856206
"LINC01704",0.062869836799296,8.55231205577418,3.89309226519506,0.000126517678250259,0.000670393078780909,0.17350835448308
"AC073283.3",-0.0631432468873616,8.51339118397818,-3.85410499987684,0.000147151837416121,0.000763442681644805,0.16418621863578
"EIF4E3",-0.0482478295660362,8.65447288835469,-3.97574523039207,9.14819186949045e-05,0.000515756012358391,0.146043346349524
"ACBD6",0.126626392954657,8.44400206411557,3.82682263364506,0.000163445114766251,0.000842886456849554,0.131763895823729
"HEMK1",0.0408118040893582,8.64459523013157,3.97041440401264,9.34302356470984e-05,0.000524858088488112,0.109197715839237
"NFASC",-0.0573997745872059,8.65043626362088,-3.95692372898282,9.85384446416803e-05,0.000548771877988278,0.107959643123398
"BTG2",0.0509652773329445,8.60493767604503,3.92232174103758,0.000112880413608936,0.000609554233488256,0.10506206707378
"ELF3-AS1",0.0930507740199125,7.79831052618055,3.82562768412862,0.000164196403117474,0.000845914935940873,0.0966369402170129
"AC072026.2",0.0628332368213632,8.5840535283857,3.89753139688043,0.000124350451302874,0.000659748227745803,0.0882559771368632
"AURKAIP1",-0.0426055091148256,8.57969788101177,-3.87837617838297,0.000133961186564105,0.000702070974706392,0.0839989649863764
"SH3BGRL3",-0.139697908059137,8.01789134375775,-3.76957776948751,0.000203345589282165,0.00102507644567754,0.0636906071258272
"AC007099.2",-0.0355210063896334,8.68153471082256,-3.99143348169572,8.59696457034958e-05,0.00048880425897787,0.057913432255555
"AP4B1",0.029551575932284,8.71118715026999,4.04669659347131,6.89615234782521e-05,0.000403671483061687,0.0441943240233247
"THAP3",0.113661846351128,7.7113569625458,3.83266498790688,0.000159818515466573,0.000827494060503129,0.0336974065777582
"DDX59",0.0486914996915307,8.64080494267333,3.94498213244295,0.000103280378396577,0.000570008606398006,0.0330962483345481
"BRINP3",0.0493492046088351,8.65725740294799,3.96767092327126,9.44482262273183e-05,0.000528848537083909,0.032533648864284
"VAV3",0.114280854499065,7.99450448686347,3.75741505766964,0.00021293398181466,0.0010671531041965,0.0306664912919432
"RASGRP3",0.0260043527506312,8.68266148115852,4.0003937478656,8.29645283725792e-05,0.000473807389609514,0.020190519739657
"B4GALT3",0.0611530312402464,8.30629843051193,3.75596735251334,0.000214103300600687,0.00106989410968773,0.0200586323152621
"RPL11",0.0696628179207929,7.97845897531744,3.75667704447213,0.000213529322990904,0.00106806083284587,0.018662177150663
"AC009951.3",0.101082800593553,7.73739352682581,3.81943422365268,0.00016814300735848,0.000861085887733549,0.0132477285693815
"COL6A4P1",0.098342728834621,8.33541677067523,3.75869649676472,0.000211903992376491,0.00106509638273447,0.00802958844197033
"RAPGEF4-AS1",0.0402311950657827,7.34618525487836,3.95166679648166,0.000100599888582224,0.00055700513027618,-0.00353636155563741
"MRPS21",-0.0313499145677037,8.66502791992546,-3.95434071299009,9.95462795468016e-05,0.000553189831490146,-0.00575637448872435
"FBXO41",0.0735528468770063,8.3566731530818,3.75672536038431,0.000213490299418572,0.00106806083284587,-0.0109131629614252
"AHDC1",0.0964305269487368,8.04529472157048,3.73789327333094,0.000229221779400489,0.00113227654824552,-0.016110435093065
"KYNU",0.0781686103162047,8.60198214775597,3.88829019892485,0.000128902396130733,0.000680169508258401,-0.0168634246724571
"SLC25A20",0.035988771018901,8.66871368179822,3.96828327990048,9.42200970897686e-05,0.000528144609447757,-0.0242675360534648
"AC017033.1",0.0950737525680792,7.69404896341005,3.82173941118802,0.000166663720079086,0.000854358652532649,-0.026439299269307
"ABHD6",0.0504702163032055,8.53648733165476,3.82306824381252,0.000165816584957051,0.000851709291457684,-0.027879961259262
"HOXD10",-0.139142915520501,7.74735848663388,-3.81072979197103,0.000173841616292166,0.000886746998238083,-0.0324197307829239
"MED15P5",-0.0740489409651657,8.53196567208566,-3.80810052467968,0.000175598560062679,0.00089394054713054,-0.0359530356080828
"CCT7",0.0486194291244557,7.56384218492184,3.85842789053835,0.000144715814648422,0.000752318000143059,-0.0498750584388192
"GBP2",-0.0384199582748351,8.64328053344551,-3.9112320368714,0.00011788148998054,0.00063258568556675,-0.0537107412301161
"ATAD3C",-0.070853446524478,8.37243203063334,-3.74422480112162,0.000223814454304971,0.00110875229668658,-0.0559374149897849
"LYZL4",0.0439759390346695,8.54761234927387,3.81819216593533,0.000168945203789252,0.000864335730100368,-0.07191454713527
"AL161640.3",0.0767838777941272,8.47419492405494,3.77620439804582,0.000198294711643747,0.00100059278664071,-0.0770478766561986
"STIL",0.0320866716221799,8.67030122783549,3.9526232502714,0.000100221804506493,0.000555746070795684,-0.0912069898113597
"ELAVL4",-0.0419200938034823,8.67321598187927,-3.9360303737203,0.000106976291243482,0.00058626645477432,-0.0926977615206797
"RPS6KA1",0.0428702005466949,8.56013223911946,3.82203965473929,0.000166471956459802,0.000854224755684775,-0.0972802251361484
"ITGA6",-0.092150683928537,7.85370882683498,-3.75798161797255,0.000212478012628659,0.0010669416856144,-0.104091352233971
"TRNT1",-0.0834242657535036,8.38177601896209,-3.7258073504827,0.000239887681275974,0.00117819121175257,-0.127583789172673
"ABHD14A-ACY1",0.0468165541461641,7.38396061238349,3.90198112501606,0.000122213409629119,0.000653113526898827,-0.131910012584137
"AL512638.2",0.0819053141567245,8.13626138174971,3.6986422238245,0.000265595028150085,0.00129214486808489,-0.137605014103776
"CYP1B1",-0.052101000177594,8.68305320301885,-3.94075895977368,0.000105008634767912,0.000577323592215482,-0.138177587456542
"KPRP",-0.0974481081671049,8.46031790875363,-3.74477829242833,0.000223347524242801,0.00110750306011551,-0.14148350360795
"MFN2",-0.0404262733727431,8.68116788276066,-3.93216467163917,0.000108610832646638,0.000593961891790787,-0.14499991067698
"PKLR",0.0340322542791504,8.6127254148034,3.85773990367886,0.000145100934182637,0.000753560440664511,-0.154292750959717
